Nome_Cliente,Salario_Mensal,Score_Credito,Idade,Cidade,Estado,Metodo_Pagamento,Descricao_Pagamento,Nome_Loja,Categoria_Loja,Data_Compra,Hora_Compra,Final_de_Semana,Valor_Compra,Parcelas,Status_Pagamento
Ester Sampaio,22319.13,910,59,Joinville,SC,Online,Compra realizada via site ou aplicativo próprio da marca.,Fogaça Nascimento Ltda.,Loja de Roupas,2026-01-21,20:02,Não,1261.83,6,Pago
Isaque Lima,17503.46,663,76,Belo Horizonte,MG,Presencial,Venda física via maquininha no balcão da loja.,Montenegro Ramos Ltda.,Restaurante,2025-07-12,11:20,Sim,831.18,1,Pago
Carolina Rios,13759.75,988,75,Blumenau,SC,Presencial,Venda física via maquininha no balcão da loja.,Sales das Neves S/A,Eletrodomésticos,2025-07-20,10:45,Sim,1275.96,6,Atrasado
Aurora Casa Grande,6209.45,608,36,Santos,SP,Presencial,Venda física via maquininha no balcão da loja.,Santos Ltda.,Eletrodomésticos,2025-10-13,09:57,Não,2857.97,1,Atrasado
Pedro Miguel Ramos,5182.46,384,35,Salvador,BA,Online,Compra realizada via site ou aplicativo próprio da marca.,Machado da Rosa - EI,Loja de Roupas,2025-10-25,21:58,Sim,2250.65,2,Pago
Samuel Araújo,16680.68,804,31,Campinas,SP,Presencial,Venda física via maquininha no balcão da loja.,Souza Gomes S/A,Eletrodomésticos,2026-02-07,16:55,Sim,141.22,10,Atrasado
Rael Aragão,12497.1,873,66,Búzios,RJ,Online,Compra realizada via site ou aplicativo próprio da marca.,Alves,Restaurante,2025-07-29,05:04,Não,128.4,8,Atrasado
Vitor Gabriel Novais,6962.95,876,77,Brasília,DF,Presencial,Venda física via maquininha no balcão da loja.,Cavalcante,Farmácia,2025-06-07,12:49,Sim,297.13,12,Atrasado
Mariana Moreira,19793.25,511,34,Blumenau,SC,Online,Compra realizada via site ou aplicativo próprio da marca.,Lima,Supermercado,2025-09-21,11:20,Sim,1318.13,3,Pendente
Elisa Correia,14533.13,995,31,Brasília,DF,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Alves,Supermercado,2026-01-09,00:22,Não,130.1,2,Atrasado
Antônio Mendonça,14630.0,795,73,Porto Alegre,RS,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Jesus Gomes S/A,Eletrodomésticos,2025-09-19,11:51,Não,1081.17,8,Atrasado
Leonardo Pinto,10439.69,629,59,Uberlândia,MG,Online,Compra realizada via site ou aplicativo próprio da marca.,Guerra Cavalcanti e Filhos,Supermercado,2025-12-10,02:56,Não,3002.04,12,Atrasado
Catarina Lopes,7631.95,458,54,Campinas,SP,Presencial,Venda física via maquininha no balcão da loja.,Farias - ME,Supermercado,2025-04-05,12:49,Sim,3100.81,3,Pago
Yago Melo,5667.16,861,28,Porto Seguro,BA,Online,Compra realizada via site ou aplicativo próprio da marca.,Jesus,Eletrodomésticos,2025-06-02,18:37,Não,2102.97,1,Pendente
Augusto Araújo,17618.63,868,55,Caxias do Sul,RS,Presencial,Venda física via maquininha no balcão da loja.,Nunes,Eletrodomésticos,2025-12-16,08:17,Não,33.59,1,Pendente
Anthony Gabriel Gonçalves,11198.49,906,45,Curitiba,PR,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Costa Dias Ltda.,Loja de Roupas,2025-08-28,02:10,Não,1341.16,5,Pendente
Emanuelly Almeida,21538.66,475,42,Blumenau,SC,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Farias,Farmácia,2025-05-09,18:52,Não,1247.68,10,Pago
Maria Júlia Melo,3738.65,445,36,Petrópolis,RJ,Presencial,Venda física via maquininha no balcão da loja.,Sampaio,Eletrodomésticos,2026-03-06,10:28,Não,845.78,11,Atrasado
Léo da Rocha,8327.51,749,62,Feira de Santana,BA,Presencial,Venda física via maquininha no balcão da loja.,Cunha,Eletrodomésticos,2025-07-25,10:25,Não,1727.47,12,Pendente
Anna Liz Rios,11423.76,429,64,Santos,SP,Online,Compra realizada via site ou aplicativo próprio da marca.,da Conceição,Supermercado,2025-09-06,12:47,Sim,2159.56,9,Pendente
Bella Ferreira,11272.9,861,80,Caruaru,PE,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Ribeiro Camargo S/A,Loja de Roupas,2025-06-02,18:23,Não,2402.47,8,Atrasado
Henrique Vargas,19011.71,774,64,Joinville,SC,Online,Compra realizada via site ou aplicativo próprio da marca.,Campos Sampaio Ltda.,Loja de Roupas,2025-07-26,15:11,Sim,2379.28,8,Pago
Valentim Carvalho,9450.83,385,35,Belo Horizonte,MG,Presencial,Venda física via maquininha no balcão da loja.,Rocha,Restaurante,2025-04-04,09:32,Não,75.08,1,Atrasado
Lara Silva,13555.48,741,39,Curitiba,PR,Online,Compra realizada via site ou aplicativo próprio da marca.,Ferreira,Farmácia,2026-04-03,03:25,Não,3284.78,8,Pendente
Antônio Freitas,23178.75,422,46,Recife,PE,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Nogueira Santos - ME,Restaurante,2025-10-17,14:30,Não,1146.01,2,Pago
Hadassa Peixoto,14819.72,539,59,Brasília,DF,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Pereira,Eletrodomésticos,2025-07-30,16:38,Não,2470.05,11,Pendente
Yago Nogueira,10965.96,524,64,Recife,PE,Online,Compra realizada via site ou aplicativo próprio da marca.,Brito S.A.,Eletrodomésticos,2025-06-15,23:56,Sim,20.1,1,Atrasado
Gael Borges,6865.7,453,76,São José dos Campos,SP,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Brito,Farmácia,2025-06-17,10:00,Não,3138.26,2,Pago
Henrique Pires,16146.73,517,29,Brasília,DF,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Pacheco,Loja de Roupas,2026-03-08,18:32,Sim,2079.86,10,Atrasado
Maria Helena Araújo,2194.39,859,24,Brasília,DF,Online,Compra realizada via site ou aplicativo próprio da marca.,Martins - ME,Loja de Roupas,2026-02-05,16:05,Não,75.52,1,Atrasado
Manuela Cavalcante,12175.58,503,56,Porto Alegre,RS,Online,Compra realizada via site ou aplicativo próprio da marca.,da Paz,Livraria,2025-08-30,15:30,Sim,3126.44,6,Pendente
Fernando Cunha,22428.55,350,39,Maringá,PR,Presencial,Venda física via maquininha no balcão da loja.,das Neves,Restaurante,2025-04-28,14:41,Não,83.58,1,Pendente
Davi Luiz Mendes,14915.16,871,46,Florianópolis,SC,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Cavalcanti Vargas - ME,Farmácia,2025-05-27,13:56,Não,2711.16,3,Pago
Allana Montenegro,4673.91,962,22,Salvador,BA,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Almeida Alves S/A,Farmácia,2026-03-10,02:34,Não,1476.44,6,Pago
Yago Araújo,3127.9,873,66,Búzios,RJ,Online,Compra realizada via site ou aplicativo próprio da marca.,da Conceição Ltda.,Eletrodomésticos,2026-01-11,18:27,Sim,1062.22,7,Pago
João Miguel Sousa,21341.84,932,75,Curitiba,PR,Online,Compra realizada via site ou aplicativo próprio da marca.,Castro,Supermercado,2025-07-16,05:33,Não,2584.95,2,Pendente
Otávio Sousa,15279.03,475,32,São José dos Campos,SP,Presencial,Venda física via maquininha no balcão da loja.,Rocha da Conceição S/A,Eletrodomésticos,2025-04-17,14:28,Não,853.53,2,Pago
Ayla Viana,8403.46,609,50,Niterói,RJ,Online,Compra realizada via site ou aplicativo próprio da marca.,Silva e Filhos,Eletrodomésticos,2025-04-11,15:02,Não,2544.35,9,Atrasado
Mirella Carvalho,11486.5,633,74,Feira de Santana,BA,Presencial,Venda física via maquininha no balcão da loja.,Oliveira,Restaurante,2025-12-25,08:25,Não,3005.54,9,Atrasado
Yago Nogueira,23982.85,740,37,Caruaru,PE,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Marques - ME,Restaurante,2025-11-15,16:20,Sim,140.97,4,Pendente
Elisa Sousa,13600.43,859,27,Petrópolis,RJ,Presencial,Venda física via maquininha no balcão da loja.,Alves Ltda.,Livraria,2025-04-24,16:56,Não,947.32,5,Pendente
Henrique Sousa,1471.03,689,37,Gramado,RS,Online,Compra realizada via site ou aplicativo próprio da marca.,Vargas,Restaurante,2025-05-03,11:43,Sim,851.72,5,Pendente
Isabela Mendes,23087.82,494,32,Belo Horizonte,MG,Presencial,Venda física via maquininha no balcão da loja.,Fernandes S/A,Farmácia,2026-01-29,08:59,Não,1474.89,11,Pendente
Marcelo Silveira,24334.83,947,74,Olinda,PE,Presencial,Venda física via maquininha no balcão da loja.,Albuquerque Ltda.,Livraria,2025-05-08,10:43,Não,1650.69,10,Pendente
Stella Cardoso,24871.77,340,63,Londrina,PR,Online,Compra realizada via site ou aplicativo próprio da marca.,da Mata,Supermercado,2025-07-20,06:21,Sim,2518.66,1,Atrasado
Beatriz Novais,6244.39,938,75,Brasília,DF,Online,Compra realizada via site ou aplicativo próprio da marca.,Souza,Restaurante,2026-01-25,11:20,Sim,1606.19,2,Atrasado
Caio Camargo,4437.35,943,29,Rio de Janeiro,RJ,Online,Compra realizada via site ou aplicativo próprio da marca.,Dias Ltda.,Farmácia,2025-07-18,09:08,Não,2309.18,10,Pago
Noah Castro,15980.5,656,35,Recife,PE,Presencial,Venda física via maquininha no balcão da loja.,Cavalcanti Ltda.,Restaurante,2025-10-11,13:31,Sim,3071.51,4,Pago
Juan Pimenta,4481.41,393,68,Blumenau,SC,Presencial,Venda física via maquininha no balcão da loja.,Souza,Supermercado,2026-01-04,12:07,Sim,2933.11,10,Atrasado
Lavínia Camargo,24436.84,464,22,Brasília,DF,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Sousa Melo e Filhos,Supermercado,2025-08-09,17:24,Sim,1113.19,11,Pago
Dom Correia,13345.05,587,46,Brasília,DF,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Fogaça,Supermercado,2025-05-30,06:47,Não,1856.28,9,Pago
Thiago Cunha,6731.81,393,71,Belo Horizonte,MG,Presencial,Venda física via maquininha no balcão da loja.,Pinto e Filhos,Farmácia,2025-05-20,12:50,Não,1248.49,4,Pendente
Lavínia Garcia,13953.35,618,80,Uberlândia,MG,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Freitas Porto e Filhos,Farmácia,2025-11-01,21:32,Sim,3225.9,12,Atrasado
Beatriz Lima,22041.75,470,66,Londrina,PR,Presencial,Venda física via maquininha no balcão da loja.,Sampaio e Filhos,Supermercado,2025-04-17,10:28,Não,917.81,9,Pendente
Alícia Barros,16286.97,377,26,Santos,SP,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Vasconcelos S.A.,Livraria,2025-06-12,18:03,Não,2093.41,10,Atrasado
Gabriela da Mota,23883.91,301,41,Curitiba,PR,Online,Compra realizada via site ou aplicativo próprio da marca.,Cardoso Dias - EI,Restaurante,2026-02-15,18:14,Sim,2859.99,1,Pago
Mirella Alves,23536.27,411,59,Porto Seguro,BA,Online,Compra realizada via site ou aplicativo próprio da marca.,Sousa Cardoso e Filhos,Supermercado,2025-05-30,02:29,Não,2282.63,6,Pago
Manuela Gonçalves,11241.85,306,51,Caxias do Sul,RS,Presencial,Venda física via maquininha no balcão da loja.,da Mota Araújo S/A,Eletrodomésticos,2025-10-04,11:22,Sim,1791.81,5,Pendente
Larissa Brito,4665.44,614,22,Ouro Preto,MG,Presencial,Venda física via maquininha no balcão da loja.,Almeida - ME,Eletrodomésticos,2025-10-28,09:15,Não,3440.31,12,Atrasado
Camila Souza,5067.04,448,19,Ouro Preto,MG,Presencial,Venda física via maquininha no balcão da loja.,da Mota,Supermercado,2025-10-12,15:44,Sim,2953.93,4,Pago
Thomas Lopes,7905.06,399,76,Rio de Janeiro,RJ,Online,Compra realizada via site ou aplicativo próprio da marca.,Câmara da Costa - EI,Farmácia,2026-03-12,01:34,Não,828.7,9,Pendente
Diego Marques,10442.12,832,36,Maringá,PR,Presencial,Venda física via maquininha no balcão da loja.,da Mota Ltda.,Eletrodomésticos,2025-07-11,11:09,Não,1695.09,9,Pago
Isabela Correia,12083.21,896,71,Londrina,PR,Online,Compra realizada via site ou aplicativo próprio da marca.,Siqueira,Farmácia,2025-07-08,16:11,Não,1055.8,3,Pendente
Theodoro Sousa,9035.35,805,46,Porto Seguro,BA,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Andrade - EI,Loja de Roupas,2025-05-15,19:36,Não,647.64,8,Pago
Maria Farias,22883.71,994,21,Belo Horizonte,MG,Presencial,Venda física via maquininha no balcão da loja.,das Neves Viana S/A,Supermercado,2026-01-01,09:22,Não,3091.75,6,Atrasado
Helena Andrade,5373.9,324,18,Joinville,SC,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Carvalho Melo S/A,Restaurante,2026-03-02,01:18,Não,1061.79,1,Atrasado
Ayla Peixoto,2113.2,784,49,Brasília,DF,Online,Compra realizada via site ou aplicativo próprio da marca.,Pinto Castro Ltda.,Farmácia,2025-05-08,21:01,Não,3103.91,8,Pago
Maria Sophia Correia,17120.88,481,49,Belo Horizonte,MG,Online,Compra realizada via site ou aplicativo próprio da marca.,Fogaça Montenegro - EI,Supermercado,2025-06-10,16:51,Não,3195.22,2,Pago
Rafael Alves,13880.12,837,41,Gramado,RS,Online,Compra realizada via site ou aplicativo próprio da marca.,Pacheco,Restaurante,2025-05-17,08:04,Sim,405.05,9,Pago
Maria Alice Pastor,4244.56,401,74,Florianópolis,SC,Online,Compra realizada via site ou aplicativo próprio da marca.,Leão,Farmácia,2025-08-31,20:12,Sim,2367.14,10,Pago
Alícia Vargas,12993.01,571,20,Santos,SP,Online,Compra realizada via site ou aplicativo próprio da marca.,Garcia,Livraria,2025-12-06,10:54,Sim,1795.51,2,Pendente
Eloá Novaes,2271.66,850,28,Brasília,DF,Presencial,Venda física via maquininha no balcão da loja.,Dias Sales - ME,Supermercado,2025-05-08,15:53,Não,2366.01,4,Atrasado
Luiz Henrique Montenegro,16378.55,504,26,Niterói,RJ,Presencial,Venda física via maquininha no balcão da loja.,Macedo,Loja de Roupas,2026-02-15,11:08,Sim,1625.7,10,Atrasado
Mirella Gomes,20487.37,1000,33,Ouro Preto,MG,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Montenegro Ltda.,Livraria,2025-07-13,03:55,Sim,1040.13,8,Atrasado
Gael Henrique Garcia,6265.41,971,51,Petrópolis,RJ,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Azevedo,Restaurante,2025-07-04,01:48,Não,2058.12,9,Pago
Emanuella Mendes,9656.91,432,26,Joinville,SC,Presencial,Venda física via maquininha no balcão da loja.,Santos,Livraria,2025-10-11,15:42,Sim,985.71,9,Atrasado
Alana Cassiano,3470.15,749,76,Rio de Janeiro,RJ,Online,Compra realizada via site ou aplicativo próprio da marca.,Teixeira Siqueira - ME,Restaurante,2026-02-02,04:04,Não,1444.03,6,Pendente
Maria Luiza Camargo,3109.38,610,19,Maringá,PR,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Araújo,Supermercado,2026-01-31,15:22,Sim,3171.05,5,Pago
Nathan Lopes,5062.12,438,33,São Paulo,SP,Presencial,Venda física via maquininha no balcão da loja.,Montenegro,Supermercado,2025-06-02,11:03,Não,2438.24,3,Pago
Anna Liz Cavalcanti,9672.56,806,32,Brasília,DF,Online,Compra realizada via site ou aplicativo próprio da marca.,Jesus,Restaurante,2026-03-31,23:44,Não,1174.32,1,Atrasado
Kamilly Siqueira,22622.06,941,78,Feira de Santana,BA,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Abreu,Livraria,2026-02-13,15:41,Não,3258.56,11,Pendente
Daniel Aparecida,16799.39,426,76,São José dos Campos,SP,Presencial,Venda física via maquininha no balcão da loja.,Vasconcelos,Restaurante,2025-11-05,08:57,Não,126.93,3,Pago
Isabella Silva,15220.58,913,62,Petrópolis,RJ,Presencial,Venda física via maquininha no balcão da loja.,Cassiano,Supermercado,2025-08-20,09:10,Não,1052.43,12,Pago
Cauê Cardoso,20322.48,526,47,Ouro Preto,MG,Online,Compra realizada via site ou aplicativo próprio da marca.,Novaes,Supermercado,2025-08-09,18:41,Sim,2227.4,12,Pago
Isis Cavalcanti,11529.98,654,40,Brasília,DF,Online,Compra realizada via site ou aplicativo próprio da marca.,Sales e Filhos,Restaurante,2026-01-17,20:35,Sim,419.83,7,Atrasado
Davi Nascimento,15066.34,641,53,Porto Seguro,BA,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Pimenta,Livraria,2025-11-07,03:47,Não,3223.24,7,Pendente
Caio Andrade,22768.97,839,76,Porto Seguro,BA,Online,Compra realizada via site ou aplicativo próprio da marca.,Duarte,Loja de Roupas,2026-01-10,23:53,Sim,765.32,1,Pago
João Guilherme Costa,3645.83,359,77,Uberlândia,MG,Presencial,Venda física via maquininha no balcão da loja.,Moura - EI,Farmácia,2025-12-30,17:43,Não,2734.62,3,Pago
Fernanda Andrade,18725.61,406,73,Niterói,RJ,Online,Compra realizada via site ou aplicativo próprio da marca.,Castro e Filhos,Livraria,2026-03-12,21:42,Não,313.81,4,Pendente
Diogo Ribeiro,19235.47,673,28,Búzios,RJ,Presencial,Venda física via maquininha no balcão da loja.,Sá Mendonça - ME,Eletrodomésticos,2025-07-07,09:45,Não,3486.86,1,Pendente
Thomas Peixoto,12086.69,456,74,Londrina,PR,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Vieira,Supermercado,2026-03-28,05:39,Sim,3437.05,5,Pendente
Sabrina Cassiano,14544.71,772,64,Recife,PE,Presencial,Venda física via maquininha no balcão da loja.,da Mota,Loja de Roupas,2026-02-26,11:33,Não,1917.37,3,Pendente
Isabel Souza,11559.9,742,61,Brasília,DF,Presencial,Venda física via maquininha no balcão da loja.,Rios Farias Ltda.,Restaurante,2025-11-23,16:25,Sim,3135.54,11,Pago
Valentina Cunha,19615.39,312,40,Joinville,SC,Presencial,Venda física via maquininha no balcão da loja.,Azevedo - ME,Restaurante,2025-05-24,13:11,Sim,2898.73,7,Pendente
Isaac Jesus,20643.46,601,39,Recife,PE,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Borges,Livraria,2026-02-12,03:30,Não,3359.69,5,Pendente
Lorena Vasconcelos,9987.13,612,33,Niterói,RJ,Presencial,Venda física via maquininha no balcão da loja.,Dias,Supermercado,2026-01-10,15:33,Sim,3112.09,3,Pendente
Enzo Alves,22209.16,406,49,São José dos Campos,SP,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Rocha Mendes - ME,Restaurante,2025-08-17,06:38,Sim,2437.36,9,Pago
Maria Helena Duarte,11297.25,487,55,Salvador,BA,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Fernandes da Mota S.A.,Eletrodomésticos,2025-10-30,19:12,Não,1018.63,6,Pendente
Enzo Costa,10664.16,877,64,Belo Horizonte,MG,Online,Compra realizada via site ou aplicativo próprio da marca.,Sousa da Cruz - EI,Eletrodomésticos,2025-07-15,21:00,Não,1140.04,1,Atrasado
Maya Araújo,14163.37,852,22,Petrópolis,RJ,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Marques,Farmácia,2025-06-10,13:25,Não,2642.39,11,Atrasado
Matheus Borges,23900.59,319,22,Blumenau,SC,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Caldeira,Supermercado,2026-04-04,09:56,Sim,2534.35,2,Pendente
Pietra Novaes,12698.45,424,35,Ouro Preto,MG,Online,Compra realizada via site ou aplicativo próprio da marca.,Costela,Loja de Roupas,2025-04-28,17:38,Não,117.79,3,Pago
Maria Sophia Rocha,16321.86,677,33,Joinville,SC,Presencial,Venda física via maquininha no balcão da loja.,Pires,Eletrodomésticos,2025-05-09,17:37,Não,2408.54,3,Pago
Marcela Brito,2995.33,529,77,Niterói,RJ,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Moraes,Supermercado,2025-07-22,18:51,Não,1553.42,10,Pendente
Vitória da Mota,23516.5,897,64,Brasília,DF,Online,Compra realizada via site ou aplicativo próprio da marca.,Castro,Farmácia,2026-01-08,12:20,Não,3048.92,1,Pago
Caroline Pinto,22639.76,576,34,Brasília,DF,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Correia e Filhos,Eletrodomésticos,2026-01-23,08:44,Não,2126.2,1,Atrasado
Luiz Gustavo Silva,10271.69,848,47,Joinville,SC,Online,Compra realizada via site ou aplicativo próprio da marca.,Vieira Câmara - EI,Livraria,2025-08-10,10:45,Sim,1720.37,2,Pago
Sarah Moreira,7595.67,741,56,Florianópolis,SC,Online,Compra realizada via site ou aplicativo próprio da marca.,Fernandes,Farmácia,2025-05-14,23:42,Não,48.89,1,Pago
Gabrielly Novaes,12146.79,962,41,Belo Horizonte,MG,Online,Compra realizada via site ou aplicativo próprio da marca.,Fogaça S/A,Restaurante,2025-05-12,07:03,Não,3157.33,10,Atrasado
Theodoro Oliveira,12892.69,852,28,Florianópolis,SC,Online,Compra realizada via site ou aplicativo próprio da marca.,Ramos Campos S/A,Livraria,2025-08-28,01:30,Não,2001.33,8,Atrasado
Carlos Eduardo das Neves,11257.31,447,48,Petrópolis,RJ,Presencial,Venda física via maquininha no balcão da loja.,Albuquerque,Livraria,2026-01-12,12:48,Não,2333.98,2,Pago
Theo Pinto,4931.57,931,26,Santos,SP,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Borges,Livraria,2025-11-12,23:57,Não,1228.07,4,Atrasado
Pedro Lucas da Rocha,16932.29,702,39,Ouro Preto,MG,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Lopes,Restaurante,2025-09-22,03:53,Não,1216.29,12,Pendente
Vicente Vargas,3122.11,987,64,Rio de Janeiro,RJ,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Montenegro Ferreira e Filhos,Livraria,2025-08-06,11:04,Não,757.81,8,Pendente
Arthur Porto,4053.51,580,33,Petrópolis,RJ,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Rocha,Loja de Roupas,2026-02-14,01:15,Sim,1364.7,8,Pago
Eduardo Casa Grande,8345.38,813,29,Porto Alegre,RS,Presencial,Venda física via maquininha no balcão da loja.,Costela,Restaurante,2026-01-04,16:43,Sim,1754.02,5,Atrasado
Théo da Mata,5424.08,421,39,Búzios,RJ,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Cassiano,Farmácia,2025-06-26,22:32,Não,138.95,3,Atrasado
Maria Flor Vargas,4292.56,715,49,Maringá,PR,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Moraes e Filhos,Loja de Roupas,2025-08-28,13:22,Não,29.29,1,Pago
Agatha Pinto,19042.1,920,51,Joinville,SC,Online,Compra realizada via site ou aplicativo próprio da marca.,Lima,Eletrodomésticos,2025-11-18,05:04,Não,3276.62,8,Atrasado
Isabel Andrade,19423.97,479,59,Santos,SP,Presencial,Venda física via maquininha no balcão da loja.,Cirino,Supermercado,2025-11-01,10:14,Sim,771.03,2,Pago
Hadassa Jesus,17479.88,864,66,Campinas,SP,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Vieira,Eletrodomésticos,2025-11-29,17:40,Sim,600.19,4,Pendente
Apollo Rocha,24938.21,990,68,Londrina,PR,Online,Compra realizada via site ou aplicativo próprio da marca.,Nogueira Câmara S/A,Supermercado,2025-08-04,00:44,Não,2378.01,9,Pago
Dom Viana,16343.49,878,44,Santos,SP,Presencial,Venda física via maquininha no balcão da loja.,Campos Alves S/A,Supermercado,2025-10-20,14:22,Não,421.88,4,Pendente
Josué Leão,17215.61,983,53,Joinville,SC,Online,Compra realizada via site ou aplicativo próprio da marca.,Moreira,Supermercado,2026-03-18,00:35,Não,1457.16,8,Atrasado
José Miguel Melo,20424.05,318,24,Blumenau,SC,Online,Compra realizada via site ou aplicativo próprio da marca.,Pereira Novais Ltda.,Farmácia,2026-02-19,15:55,Não,2926.0,12,Pendente
Ana Júlia Pastor,11027.15,820,65,Gramado,RS,Online,Compra realizada via site ou aplicativo próprio da marca.,Pimenta Ltda.,Restaurante,2025-05-21,12:47,Não,3310.72,10,Pendente
Ravi da Mota,15512.25,491,24,Brasília,DF,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Novaes Albuquerque e Filhos,Eletrodomésticos,2025-12-18,04:44,Não,1859.87,1,Pendente
Arthur Miguel Nogueira,12229.19,446,36,Uberlândia,MG,Online,Compra realizada via site ou aplicativo próprio da marca.,Moraes S/A,Farmácia,2026-01-02,08:27,Não,1571.36,5,Pago
Antony Novaes,6425.93,462,32,Porto Alegre,RS,Online,Compra realizada via site ou aplicativo próprio da marca.,Sousa,Loja de Roupas,2025-06-22,00:30,Sim,2410.55,3,Pendente
Nathan Abreu,3894.65,364,69,Porto Seguro,BA,Online,Compra realizada via site ou aplicativo próprio da marca.,Novaes,Livraria,2025-11-19,19:48,Não,2510.91,6,Pago
Josué Rocha,22643.09,333,45,Blumenau,SC,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Borges,Restaurante,2025-08-01,07:28,Não,1093.87,9,Atrasado
Camila Vieira,9176.83,372,46,Joinville,SC,Presencial,Venda física via maquininha no balcão da loja.,da Luz Freitas S/A,Supermercado,2025-07-01,11:39,Não,2872.7,2,Atrasado
Vitor Gabriel Oliveira,14879.72,591,74,Brasília,DF,Presencial,Venda física via maquininha no balcão da loja.,Lima,Restaurante,2025-11-10,16:10,Não,327.76,10,Pendente
Stephany Cirino,11149.79,477,45,Salvador,BA,Presencial,Venda física via maquininha no balcão da loja.,Garcia,Restaurante,2025-10-28,16:37,Não,2552.29,12,Pendente
Maria Helena Borges,13022.53,428,80,Campinas,SP,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Correia e Filhos,Farmácia,2025-04-29,08:34,Não,2408.98,5,Pago
Pedro Henrique Silva,2691.36,553,80,Porto Alegre,RS,Online,Compra realizada via site ou aplicativo próprio da marca.,Borges,Farmácia,2026-02-20,09:45,Não,2839.35,5,Pago
Bruna Cassiano,15410.93,522,35,Gramado,RS,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Vieira S/A,Farmácia,2025-10-26,02:10,Sim,320.56,8,Atrasado
Elisa Rodrigues,15869.46,489,64,Ouro Preto,MG,Presencial,Venda física via maquininha no balcão da loja.,da Cunha,Farmácia,2025-12-02,08:18,Não,1048.47,7,Atrasado
Eloah Macedo,18621.99,863,44,Blumenau,SC,Presencial,Venda física via maquininha no balcão da loja.,Barbosa Rios - ME,Supermercado,2025-10-16,17:29,Não,954.39,5,Pago
Sophie Pires,4896.68,421,51,Caruaru,PE,Online,Compra realizada via site ou aplicativo próprio da marca.,Barros Moura - EI,Restaurante,2025-04-21,06:59,Não,2462.18,1,Pendente
Henry Pacheco,2988.58,711,21,Blumenau,SC,Presencial,Venda física via maquininha no balcão da loja.,Alves,Farmácia,2025-11-07,15:26,Não,2095.88,7,Pago
Gustavo Henrique Azevedo,22105.28,978,62,Porto Seguro,BA,Presencial,Venda física via maquininha no balcão da loja.,Alves,Supermercado,2025-08-14,12:26,Não,3216.53,5,Atrasado
Luan Alves,9980.81,605,72,Salvador,BA,Presencial,Venda física via maquininha no balcão da loja.,Mendes,Supermercado,2025-11-16,09:52,Sim,1571.24,10,Pendente
Maria Júlia Vasconcelos,4438.56,417,50,São José dos Campos,SP,Online,Compra realizada via site ou aplicativo próprio da marca.,Rezende,Livraria,2025-10-19,08:24,Sim,2547.06,7,Pago
