Nome_Cliente,Salario_Mensal,Score_Credito,Idade,Cidade,Estado,Metodo_Pagamento,Descricao_Pagamento,Nome_Loja,Categoria_Loja,Data_Compra,Hora_Compra,Final_de_Semana,Valor_Compra,Parcelas,Status_Pagamento
Olivia Mendonça,19116.48,682,25,Caruaru,PE,Presencial,Venda física via maquininha no balcão da loja.,Moreira - EI,Eletrodomésticos,2026-03-21,13:24,Sim,3465.99,10,Atrasado
Aurora Melo,10246.43,711,65,Maringá,PR,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Fernandes Jesus - EI,Restaurante,2025-11-30,16:44,Sim,472.16,4,Pendente
Théo Rodrigues,9505.47,801,46,Caxias do Sul,RS,Online,Compra realizada via site ou aplicativo próprio da marca.,da Rosa Moura - EI,Loja de Roupas,2026-02-10,02:33,Não,1422.41,5,Pendente
Bella Guerra,7080.45,924,65,Joinville,SC,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Rocha,Livraria,2025-05-17,22:55,Sim,283.09,3,Pago
Henrique Câmara,22672.05,981,63,Curitiba,PR,Online,Compra realizada via site ou aplicativo próprio da marca.,Rocha S/A,Livraria,2025-09-30,14:35,Não,2499.65,1,Atrasado
Carlos Eduardo Cavalcante,12503.05,754,72,Caruaru,PE,Presencial,Venda física via maquininha no balcão da loja.,Pimenta,Livraria,2026-03-10,11:57,Não,1227.64,1,Atrasado
Hadassa da Paz,2968.01,602,52,Maringá,PR,Online,Compra realizada via site ou aplicativo próprio da marca.,da Conceição Câmara S.A.,Farmácia,2025-10-02,09:00,Não,2279.55,1,Pago
Heloisa Andrade,15558.09,835,72,Florianópolis,SC,Presencial,Venda física via maquininha no balcão da loja.,Araújo,Supermercado,2025-10-02,17:13,Não,1864.24,5,Pago
Maria Cecília Camargo,4889.3,663,25,Salvador,BA,Online,Compra realizada via site ou aplicativo próprio da marca.,Costa S.A.,Restaurante,2025-05-20,12:36,Não,993.54,6,Atrasado
Davi Lucas Azevedo,16395.7,727,65,Rio de Janeiro,RJ,Presencial,Venda física via maquininha no balcão da loja.,Carvalho S/A,Supermercado,2026-01-07,09:10,Não,378.19,7,Pago
Dom Moreira,10604.14,744,52,Santos,SP,Online,Compra realizada via site ou aplicativo próprio da marca.,Pacheco,Farmácia,2025-10-26,07:18,Sim,1744.12,2,Pago
Bianca Casa Grande,10031.14,459,57,Londrina,PR,Online,Compra realizada via site ou aplicativo próprio da marca.,Cardoso,Loja de Roupas,2025-10-24,00:45,Não,2755.65,9,Pago
Mathias Novaes,23822.66,698,24,Curitiba,PR,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Ferreira,Farmácia,2025-08-10,12:57,Sim,1714.73,4,Pago
Camila Albuquerque,17842.3,549,78,Joinville,SC,Online,Compra realizada via site ou aplicativo próprio da marca.,da Mota,Supermercado,2025-09-14,22:09,Sim,449.11,5,Atrasado
Antônio das Neves,7816.81,554,39,Salvador,BA,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Porto,Restaurante,2025-05-01,12:47,Não,149.57,12,Pago
Benjamin Nascimento,10144.9,602,33,Búzios,RJ,Presencial,Venda física via maquininha no balcão da loja.,Machado S/A,Restaurante,2026-04-04,10:42,Sim,1140.9,1,Pago
Enzo Gabriel Novaes,12822.18,332,21,Niterói,RJ,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Rodrigues,Eletrodomésticos,2025-10-03,12:45,Não,612.12,1,Pendente
Mirella Macedo,5172.97,809,23,São Paulo,SP,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Duarte Macedo Ltda.,Farmácia,2025-10-11,19:30,Sim,1490.58,11,Pendente
Clara Garcia,17180.26,403,35,Niterói,RJ,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Cavalcante,Farmácia,2025-05-15,14:54,Não,3025.11,2,Pago
Giovanna Garcia,7946.84,774,70,Niterói,RJ,Presencial,Venda física via maquininha no balcão da loja.,Gonçalves - ME,Livraria,2025-07-09,08:27,Não,2389.71,9,Pago
Maria Vitória Rodrigues,23772.44,463,44,Florianópolis,SC,Online,Compra realizada via site ou aplicativo próprio da marca.,Moreira,Eletrodomésticos,2026-01-11,11:44,Sim,849.46,1,Pendente
Caio Gomes,19048.35,507,18,Maringá,PR,Presencial,Venda física via maquininha no balcão da loja.,Costa Ltda.,Supermercado,2025-06-12,10:41,Não,1466.52,7,Atrasado
Otávio Siqueira,21659.18,600,69,Florianópolis,SC,Online,Compra realizada via site ou aplicativo próprio da marca.,Siqueira Peixoto Ltda.,Farmácia,2025-08-16,19:09,Sim,606.95,1,Pago
Eduardo Cardoso,3431.38,896,46,Campinas,SP,Online,Compra realizada via site ou aplicativo próprio da marca.,Albuquerque Peixoto e Filhos,Livraria,2025-10-20,00:52,Não,1552.39,6,Pago
Davi Luiz Costela,24288.62,896,51,Santos,SP,Presencial,Venda física via maquininha no balcão da loja.,Rocha Ltda.,Restaurante,2025-05-09,10:32,Não,141.88,3,Pendente
Felipe Mendonça,20472.19,939,40,Ouro Preto,MG,Online,Compra realizada via site ou aplicativo próprio da marca.,Oliveira,Eletrodomésticos,2026-01-17,02:07,Sim,3376.44,3,Pendente
Juliana Machado,24204.58,438,49,Caxias do Sul,RS,Online,Compra realizada via site ou aplicativo próprio da marca.,Vieira S.A.,Farmácia,2025-06-14,08:25,Sim,522.69,5,Pago
Raquel Rocha,13006.86,419,18,Búzios,RJ,Online,Compra realizada via site ou aplicativo próprio da marca.,da Mota Vasconcelos S/A,Supermercado,2025-09-11,02:48,Não,2309.7,5,Pago
Joana Martins,12564.8,434,52,Brasília,DF,Presencial,Venda física via maquininha no balcão da loja.,da Mata Andrade S/A,Livraria,2025-08-13,13:01,Não,3093.3,7,Atrasado
Carlos Eduardo Silveira,14338.33,804,22,Belo Horizonte,MG,Online,Compra realizada via site ou aplicativo próprio da marca.,Pastor,Farmácia,2025-10-08,13:53,Não,691.91,11,Atrasado
Bárbara Almeida,13735.92,521,52,Joinville,SC,Online,Compra realizada via site ou aplicativo próprio da marca.,Barros Novaes S/A,Livraria,2025-06-03,15:11,Não,445.09,11,Pendente
Ian Pinto,1923.45,505,55,São José dos Campos,SP,Online,Compra realizada via site ou aplicativo próprio da marca.,Freitas Montenegro S.A.,Supermercado,2025-12-04,19:55,Não,3495.66,11,Pago
Brayan Moreira,15823.31,436,56,Búzios,RJ,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,da Cunha - ME,Livraria,2026-03-25,10:58,Não,3027.52,10,Pendente
Luiz Miguel Pires,10517.14,586,50,Porto Alegre,RS,Online,Compra realizada via site ou aplicativo próprio da marca.,Freitas,Eletrodomésticos,2025-04-18,02:49,Não,780.41,8,Atrasado
Mathias Sousa,8199.29,593,61,Santos,SP,Online,Compra realizada via site ou aplicativo próprio da marca.,da Paz,Farmácia,2025-08-12,06:25,Não,1590.26,8,Pendente
Ísis Leão,21527.81,344,36,Búzios,RJ,Presencial,Venda física via maquininha no balcão da loja.,Sá Barros e Filhos,Farmácia,2025-05-22,16:29,Não,3124.93,7,Pendente
Luna Ribeiro,15736.4,906,62,Joinville,SC,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Caldeira,Supermercado,2025-12-12,14:54,Não,3475.91,7,Pago
Enrico Ribeiro,17973.4,891,75,Búzios,RJ,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Santos Ltda.,Supermercado,2025-12-27,03:14,Sim,24.26,1,Pago
Mariane Rodrigues,4587.73,791,59,Maringá,PR,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Sousa S.A.,Livraria,2026-01-19,02:23,Não,1812.42,11,Atrasado
Helena Nascimento,9377.97,471,20,Caxias do Sul,RS,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,da Cunha Cavalcanti - EI,Livraria,2025-09-10,08:40,Não,1774.02,11,Pago
Lucas da Cunha,19784.34,966,48,Santos,SP,Online,Compra realizada via site ou aplicativo próprio da marca.,Costa,Loja de Roupas,2025-11-15,03:43,Sim,2021.07,12,Atrasado
Davi Silva,6707.68,620,34,Olinda,PE,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Campos Gonçalves - ME,Eletrodomésticos,2025-12-27,21:53,Sim,2869.86,6,Pago
Pietro Castro,18651.91,909,20,São José dos Campos,SP,Presencial,Venda física via maquininha no balcão da loja.,da Mota,Farmácia,2025-09-05,09:24,Não,2619.85,6,Pago
Mateus Fonseca,21856.15,702,32,São José dos Campos,SP,Online,Compra realizada via site ou aplicativo próprio da marca.,Aparecida,Loja de Roupas,2025-12-29,14:24,Não,1395.45,1,Atrasado
Dante Sousa,6346.24,656,51,Salvador,BA,Online,Compra realizada via site ou aplicativo próprio da marca.,da Cruz da Luz - ME,Livraria,2025-12-19,01:17,Não,985.31,2,Atrasado
Isabel Andrade,15578.61,817,40,Blumenau,SC,Online,Compra realizada via site ou aplicativo próprio da marca.,Porto,Loja de Roupas,2026-03-20,01:09,Não,1566.58,10,Pago
Olivia Alves,22892.9,652,54,Campinas,SP,Online,Compra realizada via site ou aplicativo próprio da marca.,Aragão da Luz S.A.,Livraria,2026-04-04,17:21,Sim,763.96,4,Atrasado
Benício Cirino,10295.07,359,23,Petrópolis,RJ,Online,Compra realizada via site ou aplicativo próprio da marca.,Andrade e Filhos,Eletrodomésticos,2025-07-12,19:28,Sim,2770.68,12,Pendente
Ágatha Pinto,15035.82,418,20,Santos,SP,Presencial,Venda física via maquininha no balcão da loja.,Souza Alves - EI,Supermercado,2025-08-14,17:46,Não,769.97,6,Pendente
Ravi Lucca Nascimento,4658.95,328,27,Caxias do Sul,RS,Online,Compra realizada via site ou aplicativo próprio da marca.,da Mota,Restaurante,2026-03-04,07:09,Não,2301.87,8,Atrasado
Mariane Ferreira,21571.16,916,32,Campinas,SP,Presencial,Venda física via maquininha no balcão da loja.,Cavalcante,Livraria,2025-10-24,09:03,Não,735.27,9,Pendente
Ana Sophia Costela,24716.24,695,18,Caxias do Sul,RS,Online,Compra realizada via site ou aplicativo próprio da marca.,Teixeira Moraes Ltda.,Farmácia,2025-11-16,13:26,Sim,384.19,8,Pago
Lorenzo da Paz,6141.11,669,70,Porto Seguro,BA,Online,Compra realizada via site ou aplicativo próprio da marca.,Brito Andrade Ltda.,Supermercado,2025-10-07,21:23,Não,2163.8,11,Atrasado
Emilly Novais,17317.76,815,52,Joinville,SC,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Leão,Farmácia,2026-01-25,04:08,Sim,3175.68,6,Atrasado
Emanuelly Vieira,9452.22,721,33,Brasília,DF,Online,Compra realizada via site ou aplicativo próprio da marca.,Vieira - ME,Livraria,2026-01-07,23:06,Não,321.72,8,Pago
Cecília Pacheco,5861.69,723,68,Olinda,PE,Online,Compra realizada via site ou aplicativo próprio da marca.,Câmara,Loja de Roupas,2025-10-11,21:29,Sim,1552.78,6,Pago
Luara da Conceição,4606.25,349,75,Olinda,PE,Online,Compra realizada via site ou aplicativo próprio da marca.,Lima Ltda.,Supermercado,2025-11-19,05:40,Não,1300.45,3,Pago
Bella Viana,16413.65,662,69,Petrópolis,RJ,Presencial,Venda física via maquininha no balcão da loja.,da Mota,Livraria,2025-04-09,14:50,Não,716.66,12,Pendente
Luiza Oliveira,14456.27,866,43,Salvador,BA,Online,Compra realizada via site ou aplicativo próprio da marca.,Peixoto,Farmácia,2025-11-17,02:05,Não,2008.41,5,Pago
Mathias Azevedo,21641.45,939,46,Porto Seguro,BA,Presencial,Venda física via maquininha no balcão da loja.,Lopes Souza S.A.,Livraria,2026-02-25,14:00,Não,184.94,6,Atrasado
Ana Liz da Mota,19489.66,619,53,Santos,SP,Presencial,Venda física via maquininha no balcão da loja.,Teixeira,Supermercado,2026-03-21,09:35,Sim,257.92,2,Atrasado
Lívia Mendes,24209.87,622,76,São José dos Campos,SP,Presencial,Venda física via maquininha no balcão da loja.,Sales Almeida e Filhos,Eletrodomésticos,2025-08-16,16:48,Sim,1904.98,10,Atrasado
Eduardo Pastor,20323.26,942,61,Caxias do Sul,RS,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Moreira,Loja de Roupas,2025-04-30,12:46,Não,1097.14,6,Pago
Davi Lucas das Neves,17712.79,853,35,Uberlândia,MG,Presencial,Venda física via maquininha no balcão da loja.,Brito S.A.,Loja de Roupas,2025-06-03,11:42,Não,2796.53,10,Atrasado
Maria Flor Aparecida,1830.17,488,42,Feira de Santana,BA,Online,Compra realizada via site ou aplicativo próprio da marca.,Azevedo e Filhos,Eletrodomésticos,2026-01-30,18:50,Não,3380.6,12,Pago
Gabrielly Azevedo,12195.18,550,57,Joinville,SC,Presencial,Venda física via maquininha no balcão da loja.,da Paz,Livraria,2025-04-21,11:27,Não,2437.92,2,Pago
Isabel Santos,15913.61,462,18,Uberlândia,MG,Presencial,Venda física via maquininha no balcão da loja.,Cavalcante,Livraria,2025-12-18,14:33,Não,1998.3,6,Atrasado
Gabrielly Ribeiro,22088.36,994,33,Maringá,PR,Online,Compra realizada via site ou aplicativo próprio da marca.,Fogaça,Eletrodomésticos,2025-07-18,03:29,Não,669.85,3,Atrasado
Raquel Gomes,20030.58,455,31,Londrina,PR,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Castro,Eletrodomésticos,2025-08-17,12:17,Sim,1226.31,9,Pago
Liz Casa Grande,3444.63,508,68,Curitiba,PR,Online,Compra realizada via site ou aplicativo próprio da marca.,Dias Guerra e Filhos,Restaurante,2025-12-14,11:45,Sim,2051.62,10,Pendente
Luigi Correia,20795.47,821,33,Belo Horizonte,MG,Presencial,Venda física via maquininha no balcão da loja.,Costela,Loja de Roupas,2025-05-13,13:43,Não,1997.77,3,Pago
Caio Pires,11391.76,467,58,Brasília,DF,Online,Compra realizada via site ou aplicativo próprio da marca.,da Paz Rocha e Filhos,Farmácia,2025-08-25,06:44,Não,3169.82,6,Pendente
Davi Andrade,15762.09,602,75,Porto Seguro,BA,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Aragão e Filhos,Eletrodomésticos,2025-06-23,15:49,Não,3253.16,10,Pago
Isabelly Mendonça,5923.6,514,60,Rio de Janeiro,RJ,Online,Compra realizada via site ou aplicativo próprio da marca.,da Mata,Restaurante,2025-05-03,13:09,Sim,3327.39,8,Pendente
João Rocha,17518.2,945,38,Gramado,RS,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Almeida Gomes - ME,Farmácia,2025-12-16,06:13,Não,2400.33,11,Atrasado
Ana Pereira,22616.87,899,54,Feira de Santana,BA,Presencial,Venda física via maquininha no balcão da loja.,Novaes Ltda.,Restaurante,2025-09-15,15:07,Não,3394.28,4,Pago
Maria Flor Azevedo,17832.5,433,30,Salvador,BA,Online,Compra realizada via site ou aplicativo próprio da marca.,da Cunha Aparecida S.A.,Livraria,2026-01-05,22:31,Não,387.15,2,Atrasado
Brayan Correia,7482.85,778,18,Florianópolis,SC,Presencial,Venda física via maquininha no balcão da loja.,Ramos - EI,Supermercado,2026-01-17,15:49,Sim,3077.65,5,Pendente
Pedro Miguel Aragão,5953.41,760,43,Londrina,PR,Presencial,Venda física via maquininha no balcão da loja.,Cunha S/A,Livraria,2026-01-06,14:11,Não,2505.92,4,Pendente
Bárbara Barros,24848.47,484,22,Caxias do Sul,RS,Online,Compra realizada via site ou aplicativo próprio da marca.,Barros - ME,Livraria,2025-08-22,22:46,Não,466.11,11,Pago
Jade Monteiro,15816.97,399,57,Florianópolis,SC,Presencial,Venda física via maquininha no balcão da loja.,Campos,Supermercado,2025-11-18,09:43,Não,1280.72,4,Pago
Ayla Camargo,23513.16,752,64,Salvador,BA,Online,Compra realizada via site ou aplicativo próprio da marca.,Sousa e Filhos,Eletrodomésticos,2025-04-14,02:19,Não,2052.4,10,Pendente
Clara Nogueira,2208.96,532,40,São Paulo,SP,Presencial,Venda física via maquininha no balcão da loja.,Nunes,Livraria,2025-06-24,13:26,Não,606.12,2,Pendente
Lucas Moura,16952.59,648,43,São Paulo,SP,Presencial,Venda física via maquininha no balcão da loja.,Camargo,Loja de Roupas,2026-02-27,09:40,Não,2531.8,10,Pendente
Ana Cecília Borges,23588.61,867,49,Caruaru,PE,Presencial,Venda física via maquininha no balcão da loja.,Barros e Filhos,Eletrodomésticos,2025-05-04,13:32,Sim,1782.44,3,Pendente
José Miguel Santos,12654.84,835,65,Porto Seguro,BA,Online,Compra realizada via site ou aplicativo próprio da marca.,Cardoso - ME,Loja de Roupas,2025-10-29,05:50,Não,3305.8,9,Atrasado
Erick Ramos,5712.47,690,26,Rio de Janeiro,RJ,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Alves Fonseca S/A,Supermercado,2025-05-04,23:21,Sim,2122.55,10,Atrasado
Bárbara Pinto,15810.56,596,29,Uberlândia,MG,Online,Compra realizada via site ou aplicativo próprio da marca.,Jesus,Loja de Roupas,2025-11-06,13:14,Não,2173.93,7,Pendente
João Vitor Costela,14851.2,656,57,Caxias do Sul,RS,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Silva Novaes e Filhos,Farmácia,2025-10-11,03:50,Sim,1615.05,11,Pendente
Maria Flor Cirino,20870.68,636,66,Florianópolis,SC,Presencial,Venda física via maquininha no balcão da loja.,Farias,Supermercado,2025-07-17,13:36,Não,995.83,4,Pendente
Alana Moraes,2328.31,421,25,Rio de Janeiro,RJ,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Ramos,Eletrodomésticos,2026-01-28,18:01,Não,1759.95,4,Atrasado
Sarah Viana,18854.48,559,65,Caruaru,PE,Presencial,Venda física via maquininha no balcão da loja.,Pastor Ltda.,Loja de Roupas,2025-06-08,16:12,Sim,243.09,6,Atrasado
Rafael Correia,21670.71,528,76,Brasília,DF,Online,Compra realizada via site ou aplicativo próprio da marca.,Alves,Eletrodomésticos,2025-08-04,05:29,Não,1957.17,3,Atrasado
Luan da Mota,22236.04,305,43,Gramado,RS,Online,Compra realizada via site ou aplicativo próprio da marca.,Siqueira Castro e Filhos,Eletrodomésticos,2026-03-18,21:40,Não,2939.95,6,Pendente
Maitê Carvalho,9954.92,378,51,Niterói,RJ,Online,Compra realizada via site ou aplicativo próprio da marca.,Campos Ltda.,Farmácia,2025-10-05,20:38,Sim,426.69,10,Atrasado
Joaquim da Paz,3272.29,410,28,São José dos Campos,SP,Online,Compra realizada via site ou aplicativo próprio da marca.,Pereira,Loja de Roupas,2026-01-04,11:26,Sim,948.28,6,Pendente
Luiz Henrique Rodrigues,9838.23,665,77,Gramado,RS,Online,Compra realizada via site ou aplicativo próprio da marca.,Duarte,Livraria,2025-10-20,03:49,Não,3401.56,7,Pendente
Manuela Barros,8438.46,664,72,Salvador,BA,Online,Compra realizada via site ou aplicativo próprio da marca.,da Paz - EI,Eletrodomésticos,2026-02-15,22:20,Sim,802.69,3,Atrasado
Larissa Silva,20692.96,592,65,Caruaru,PE,Presencial,Venda física via maquininha no balcão da loja.,da Rocha,Restaurante,2026-03-20,16:30,Não,2486.74,1,Atrasado
Pedro Henrique Cunha,2972.29,904,35,Brasília,DF,Presencial,Venda física via maquininha no balcão da loja.,Santos,Restaurante,2025-08-26,08:22,Não,1128.21,7,Atrasado
Maria Alice Porto,16395.47,705,63,Salvador,BA,Presencial,Venda física via maquininha no balcão da loja.,Cirino,Eletrodomésticos,2026-04-03,17:19,Não,735.63,6,Pago
Rebeca Pinto,18885.2,560,65,Rio de Janeiro,RJ,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Peixoto,Livraria,2025-06-24,10:04,Não,1362.15,1,Pendente
Danilo Garcia,14265.81,425,51,Salvador,BA,Presencial,Venda física via maquininha no balcão da loja.,Rocha,Loja de Roupas,2025-12-19,16:43,Não,2711.56,6,Atrasado
Arthur Gabriel Farias,3838.5,940,27,Rio de Janeiro,RJ,Online,Compra realizada via site ou aplicativo próprio da marca.,Alves,Farmácia,2025-06-18,23:26,Não,420.23,8,Pendente
Maitê Farias,21023.51,852,71,Recife,PE,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Peixoto,Supermercado,2025-10-12,03:22,Sim,2125.25,7,Atrasado
Bianca Casa Grande,24660.39,693,24,Recife,PE,Presencial,Venda física via maquininha no balcão da loja.,Fonseca,Supermercado,2025-06-07,14:33,Sim,2279.67,2,Pendente
Kevin Novais,17170.37,570,29,Ouro Preto,MG,Presencial,Venda física via maquininha no balcão da loja.,Brito,Eletrodomésticos,2025-07-25,15:28,Não,3495.65,12,Pendente
Isaque Machado,23220.52,703,30,Porto Seguro,BA,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,da Rocha,Restaurante,2025-07-25,02:30,Não,2638.57,9,Atrasado
Rhavi Castro,24533.99,564,28,Caruaru,PE,Online,Compra realizada via site ou aplicativo próprio da marca.,Nascimento,Restaurante,2025-08-07,07:31,Não,125.53,10,Pago
André Pimenta,18846.78,856,55,Campinas,SP,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Aparecida,Farmácia,2026-02-11,01:52,Não,1581.01,4,Atrasado
Anna Liz Guerra,10645.9,425,44,Rio de Janeiro,RJ,Presencial,Venda física via maquininha no balcão da loja.,Fonseca,Livraria,2026-03-16,11:06,Não,1432.06,11,Atrasado
Cecilia Gomes,24528.76,783,57,São Paulo,SP,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Almeida Castro Ltda.,Farmácia,2025-11-02,19:30,Sim,2845.89,1,Pago
Olívia da Cunha,2709.58,462,24,Maringá,PR,Online,Compra realizada via site ou aplicativo próprio da marca.,Azevedo,Restaurante,2025-05-01,11:18,Não,2537.68,4,Pendente
Juan Barbosa,6399.42,586,59,Porto Alegre,RS,Presencial,Venda física via maquininha no balcão da loja.,Nogueira Andrade - ME,Farmácia,2025-09-30,10:17,Não,2656.72,3,Atrasado
Eloah Farias,6318.54,582,73,Salvador,BA,Presencial,Venda física via maquininha no balcão da loja.,Casa Grande Lima S.A.,Supermercado,2025-07-09,13:21,Não,1061.59,1,Atrasado
Raquel Nogueira,2840.32,435,60,Maringá,PR,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Peixoto - EI,Restaurante,2025-10-20,18:09,Não,2727.72,11,Pendente
Maria Luiza Duarte,20190.12,975,50,Caruaru,PE,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Cassiano S.A.,Farmácia,2025-05-23,04:46,Não,2983.3,11,Pendente
Arthur Miguel Dias,16433.76,572,74,Salvador,BA,Online,Compra realizada via site ou aplicativo próprio da marca.,Dias S/A,Restaurante,2025-11-01,08:31,Sim,2302.8,2,Pago
Rhavi da Costa,3512.39,929,45,Feira de Santana,BA,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Pimenta Ribeiro - ME,Eletrodomésticos,2025-09-24,04:55,Não,638.42,4,Pendente
Isabella Freitas,11826.15,572,68,Maringá,PR,Online,Compra realizada via site ou aplicativo próprio da marca.,Costela,Farmácia,2025-12-18,01:11,Não,2361.14,2,Pago
Mariana Lima,2542.47,706,42,Niterói,RJ,Presencial,Venda física via maquininha no balcão da loja.,Machado da Cruz e Filhos,Livraria,2025-10-24,08:12,Não,3087.92,8,Pendente
Ana Lívia Gomes,10723.45,822,36,São Paulo,SP,Online,Compra realizada via site ou aplicativo próprio da marca.,Fogaça Fogaça S.A.,Restaurante,2025-11-03,18:08,Não,3333.35,10,Pendente
Gustavo Henrique Gomes,15486.1,482,49,Olinda,PE,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Gomes,Supermercado,2025-09-02,02:18,Não,1905.43,8,Pago
Ester Almeida,1983.6,745,55,Olinda,PE,Presencial,Venda física via maquininha no balcão da loja.,Duarte,Eletrodomésticos,2025-12-12,10:58,Não,607.49,11,Atrasado
João Pereira,3394.73,882,19,Porto Alegre,RS,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Pereira S.A.,Livraria,2025-10-03,20:30,Não,540.4,4,Pago
Ana Beatriz da Cruz,8595.57,414,31,Caxias do Sul,RS,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Duarte S/A,Supermercado,2025-11-20,15:06,Não,2800.26,5,Atrasado
Ana Carolina Marques,3493.58,622,24,Belo Horizonte,MG,Online,Compra realizada via site ou aplicativo próprio da marca.,Leão,Restaurante,2025-07-07,08:51,Não,1813.32,9,Pago
Ana Beatriz Pereira,15923.75,739,21,Brasília,DF,Presencial,Venda física via maquininha no balcão da loja.,Cirino Lopes - ME,Farmácia,2025-04-16,14:20,Não,607.6,1,Pendente
Isaac Rios,20636.15,519,30,Búzios,RJ,Presencial,Venda física via maquininha no balcão da loja.,Albuquerque Marques Ltda.,Livraria,2025-07-26,14:01,Sim,1393.11,8,Atrasado
Sabrina Mendonça,7910.82,944,71,Uberlândia,MG,Online,Compra realizada via site ou aplicativo próprio da marca.,Pacheco Aragão - EI,Restaurante,2026-03-06,13:31,Não,113.0,2,Pendente
Olívia Campos,17305.57,364,28,Brasília,DF,Presencial,Venda física via maquininha no balcão da loja.,Marques Ramos Ltda.,Restaurante,2026-03-03,08:23,Não,833.63,10,Pago
Davi Lucas Novaes,14865.02,472,51,Ouro Preto,MG,Online,Compra realizada via site ou aplicativo próprio da marca.,Cavalcante S.A.,Supermercado,2025-12-15,05:28,Não,2545.85,10,Atrasado
Ravi Monteiro,1540.91,578,45,Florianópolis,SC,Online,Compra realizada via site ou aplicativo próprio da marca.,Lima,Livraria,2025-11-16,07:31,Sim,2204.92,4,Pago
João Gabriel Cassiano,15579.69,655,28,Campinas,SP,Presencial,Venda física via maquininha no balcão da loja.,Vasconcelos,Farmácia,2025-09-02,17:38,Não,2644.1,5,Atrasado
Laura Jesus,14933.32,468,76,Salvador,BA,Online,Compra realizada via site ou aplicativo próprio da marca.,Viana S/A,Livraria,2025-07-12,04:47,Sim,3319.26,12,Pendente
Caleb Andrade,14521.42,598,73,Joinville,SC,Online,Compra realizada via site ou aplicativo próprio da marca.,Cavalcante,Eletrodomésticos,2025-05-30,04:50,Não,974.43,10,Atrasado
Josué Almeida,7615.02,785,62,São Paulo,SP,Online,Compra realizada via site ou aplicativo próprio da marca.,Ribeiro Costela - ME,Loja de Roupas,2025-08-17,21:40,Sim,92.49,1,Pago
Enzo Santos,24683.3,809,78,Joinville,SC,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Teixeira - EI,Eletrodomésticos,2026-03-10,13:20,Não,1369.84,10,Pago
Caroline Pastor,24324.43,931,48,Caruaru,PE,Online,Compra realizada via site ou aplicativo próprio da marca.,Vargas Fogaça Ltda.,Livraria,2026-02-20,14:32,Não,3316.67,6,Pago
Julia Andrade,13727.58,494,72,Brasília,DF,Online,Compra realizada via site ou aplicativo próprio da marca.,Pacheco,Loja de Roupas,2026-01-22,10:19,Não,1504.02,9,Atrasado
Nicolas Camargo,6788.52,840,59,Londrina,PR,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Cirino S/A,Restaurante,2025-07-04,23:50,Não,220.12,11,Atrasado
Juan Sales,22311.29,687,74,Olinda,PE,Presencial,Venda física via maquininha no balcão da loja.,Nunes Nunes S.A.,Restaurante,2026-02-16,10:31,Não,155.99,6,Pendente
Gael Henrique Rocha,17309.94,423,44,Porto Seguro,BA,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,da Cruz,Supermercado,2025-08-21,04:35,Não,979.58,12,Pendente
